text	sentiment_category
aynı model başka rotring kalemim mekanizma olarak ekşi yönde fark beklediğim mekanizma yok yanılıyor olabilirim piyasadaki çoğundan iyiydi alışkanlık olmuş	1
dış yüzey çok uzun süre kullanamadan çatlama yaptı uç kısmını sıkınca gövde atıyor i̇ki tane almıştım ayrı ayır zamanlarda ikisinde uç kısımdan vidalanan bölge çatlama yaptı orijinal rotring değil rotring'in kalitesi 2. sınıf ürününü	1
kalem güzel orijinal paketleme çok kötü bence kalem hiçbir sarılmadan öylece paketin içine bırakılmış yapılmamalı	1
ürün herhangi ambalajı olmadan geldi elimde önceden bulunan tikko modelleri kıyasladığımda kalitesiz sahte duruyor i̇ç kısmında bildiğimiz mavi plastik beyaz ince malzeme kullanılmış basma hissiyatı farklı	0
ürün sahte rotring kaliteyi oldukça düşürmüş	0
uygun	1
ürüne lafım yok kitapta almıştık iki tane kalemden kalemleri kitapların yanına koymuşlar pata küte kalemler kitap kutusunun gelmiş en azından patpata sarın atın kutunun içine	1
ürün madde in china eskiden almandı gerçek rotring kalitesi eski rotring kesinlikle yok dış plastik tamam sağlam aynı sıkıntı yok içindeki plastik mekanizma eski rotring mekanizması değil iğrenç kalitesi bilmiyorum 17 il cüzi miktar ödedim yüzden 3 yıldız 17 il 3 tane koyu mavi aldım iyileri bence uzun süre gitsin kullanayım aldım inşallah 1 yıl dayanabilir pek güven vermedi rotringin kalitesi bozulmuş düzenleme 6 ay dayandı uç basmak kapağa bastığımda içindeki vida bölümü plastik gövdeyi tutan bölüm iç mekanizmayı tutmuyor adeta mermi fırlıyor çözemedim keşke eskisi sağlam olsaydı olan uç kırmaya başladı	0
kalitelisi ritmini alıyoruz kalem üç kısmından kırılıyor iç mekanizması bozuluyor anlayamadım çakma olduğunu düşünmeye başladım	1
elimizde kaldı direk bozuldu	0
kalemlerin etiketi yıpranmış geldi	0
ürünün orijinalliği konusunda şüphem	0
kalem çin malı malzeme kalitesinden pek beklemeyin iş görür ucuza geldiği aldım amazona teşekkür ederim	1
eskisi kaliteli çıtlamıyor i̇dare eder	1
kalemin en ucundaki sivri kısım yerinden çıktı kayboldu	0
ürün gayet güzel ambalajda geldi gayet kaliteli ergonomik kalem fiyatına gayet uygundu	1
kullandıkça rengi solmaya başladı idare eder kalem	1
90lı yıllarda lisede öğrencilik yapmış arkadaşlar anlayacaktır kalemin made in germany rotringle uzaktan yakından akrabalığı dahi yok eski mekanik eski mika kalitesi kalmamış öylesine kalem tek artısı üzerinde rotring yazması	0
plastik olmuş bin malı bide eski rotring niye geçmeden ablam yürütmüş yenisini alayım dedim eskiden rotringler metal idi plastik olmuşlar beş liralık ürün resmen	1
ürünü amazon sattığı orjinal olduğuna yüzde yüz eminim rotring kalitesi eskisi değildi aldığıma biraz pişman oldum	0
orijinal değil olduğunu düşünmüyordum yazarken biraz uç sesi geliyor farklı bu dokusu	1
paketin içine öylece fırlatılmış mı anlam vermedim iyi paketleme beklerdim kalemin kalitesi iyi orijinal ürün	1
ortalama tikko tek sıkıntısı 0.35 yapılmayacak uç çok kırılıyor türkiye'de 0.3 uçlar çok yaygın olmadığından kırtasiyelerde i̇nternet'ten uç fiyatları çok absürt seviyede pahalı iade etmek zorunda kaldımnormal tikkyden hafif başka farkı yok	1
2 adet sipariş verdim çizik düzgün geldi	1
ucuz olduğundan aldım 1 sezon çıkarırsa öpüp başınıza koyun	0
kalemi kullanırken sürekli içindeki ucu giriyor c gidiyor için beyati'ni alois'tim ortasında tirmizi bu şerit çekilmişti boyası elime bulasınca fark etmiştim puan tamamen kayboldu için çok önemli olmadığı için iade etmicem 8 ekim 2022 itibariyle 34 liraya aldım sunu söyleyebilirim çok kaliteli ürün değil	1
üründe paketlenmesinde sorun yok kargonun gelmesi 6 gün sürdü	0
çalışmayan ürün gönderilmiş kargoya veremedim çocukların okullarıyla uğraşırken bozuk ürün gönderip çocuğu mutsuz etmek gerçekten çok can acıtıyor	0
kampanyalı olmasa iade ederdim kalitesi düşük eski rotring’ler değil plastik hafif basma yeri dandik önermiyorum	0
aldıktan çok zaman geçmeden yerlerdeki detay renkler soyuldu parmak koyduğumuz plastik kısım bildiğiniz yok oldu çakma kalitesi eşdeğer önermiyorum	1
öncelikle paketleme gerçekten kötü önceden amazondan kalem aldım en azından şeffaf poşete konulup paketleniyordu dümdüz atmışlar içine kalemi paketin kaleme gelirsek kalemin üzerindeki lisans yapismamisti çok ucuz plastik görüntüsü eski tikko değil	0
eskiden kalemlerin ağırlığı vardı bildiğiniz içini boşaltmışlar sadece görsel olarak benzerlik	1
paketleme çok iyi ürün gerçekten çok kalitesiz fiyat 10 liranın altına düştüğünde alınabilir	1
kalitesiz i̇ki ayda bozuldu	0
kalem hakkında fazla söze gerek yok gelen ürünün alt kısımlarında çizikler vardı	0
2000 yerde aldığım çalınmasın uğruna savaşlar verdiğim rotringlerimi bulamaz olunca tikko tasarımını sevsem kullanışlı bulsam zamana ayak uydurmak adına yeni tasarım üründen adet sipariş ettim ürün elime geldiğinde üzerindeki madde in china yazısı kalitesizlik hissi hayal kırıklığına uğrattı i̇çerisindeki mekanizma kalitesiz hale gelmiş gerçekten üzüldüm verdiğim iki puan amazon aşkına iade etmeme sebebim 25 liralık ürün taşıma iş yükü oluşturarak çevreye karşı duyarsız davranmamak	1
eskisi kaliteli değil	1
kişinin yazdığı bin malı orijinal değil ucu biraz yamuk fiyatı uygun olduğu aldım 14 il civarındaydı fiyat çok değişken fazlası etmez kargo kolay gelsin 2 günde geldi	1
kalemin ince iğne ucu kutudan çıkarmadan kırıldı ayrıca orjinal değil bildiğiniz bin malı üstündeki barkodların yarısı sökülmüş yarısı üstündeydi amazon'dan beklemezdik açıkçası üzdü gerçekten	1
yan sanayi uç törpülüyor	0
bunlar sahte rotring kaliteyi fena bozmuş elimde 20 senelikten tutun 3 senelik rotringte elimde olan uymuyor iç düzeneği kalitesi üstündeki yazı birebir aynı muhtemelen geri iade edeceğim birde kalktım renginden aldım bandrolleri uyduruk	0
notting marka kalem ucu çok nazik dikkat edilmesi lazım ürün direk olarak kutuya konulup gönderilmiş naylona sarılıp gönderilebilir amazon firmasına yakışmadığını düşünüyorum	1
yıllardır rotring kullanıyorum birşey görmedim malzeme kalitesi çok kötü başlığının görünümü metal takip çıkarıp bakana plastikten farksız eğer kalemi almayı düşünüyorsanız tavsiyem burdan almayın 80tl burda vereceğinize on lira yirmi lira fazla verin gidin dışarıdan alın	1
yanlış renk neon yeşili geldi i̇ade	1
tane aldıysam neredeyse bozuldueski rotring kalitesi yokmekanizması hemen bozuluyorkesinlikle almayacağımi̇sterse indirimde 1 ty’ye insin fiyatı	0
kalemi kaliteli zannederdim eskisi değil 1 ayda bozuldu	1
12 tane yazıyor 1 tane geldi	0
ürün orjinal benzemiyor	1
kalemi alalı 1 ay oldu çok az kullanılmasına hemen bozuldu uç çıkmıyor tıkanma varsa bakalım açmak istedik kalemin uç çıkan yeri açılmıyor eskiden rotring kalemleri senelerce kullanırdık	0
ürün satışındaki içerik 12 adet olmasına satıcı ürünü 1 adet göndermiş satıcıdan alışveriş yapmanızı kesinlikle tavsiye etmem boşuna zaman kaybı	1
ürün çok güzel menün kaldım hızlı gönderimden teşekkürler	1
önceki cihazımızda samsungtugene samsun aldık hızlı kargo teşekkürlercihazı kutusunu açıp kendimiz kuruyoruz i̇lk kullanımda maksimum 800w seçilip içine 1 su bardağı su koyup 5 de boyunca çalıştırdıktan sonra kullanıma hazır oluyor kitapcigi okumadan calistirmayınmetal kap klasik çatal koyup calistirmayin cihazdan memnunuz almak isteyen düşünmesin kaporta knox görünümlü knox değil bilginize	1
güzel dış kapak temizlerken hemen çizildi hoş görünmüyor	1
ürün gayet güzel sorunsuz hızlı şekilde ulaştı 2 gün tek sorun aldıktan gün 250 tl indirime girmiş	0
piyasa fiyatından en az 500 il uyguna aldım teşekkürler amazon	1
ürünü alalı ay oldu aktif olarak kullanıyorum olumsuz diyebileceğim tek özellik panel camının karartmalı olması i̇çinde olup bitiyor görünmüyor dışında kolay kullanımlı çok fonksiyonu isıtma pişirme eritme özelliklerini kullandım çok memnunum ayriyeten çok şık görünümü	1
aynısından öncede aldım iki adet güzel	1
ürün az geldi kurdum gerçekten çok güzel kaliteli sadece buradan uyarı yapmak istiyorum samsung resmi sayfasında ürün 1150w olarak gösteriliyor 800w ters durum normalde iade ederdim amazonun hızlı kazasız teslimatından memnun kaldım	1
uzun süredir kullanıyorum gayet iyi	1
gündür kullanıyorum şimdilik memnunum pişirmesi çok güzel buz çözme özelliğinden çok memnun kaldım 1 gün önceden dondurucudan çıkarma eziyetinden kurtardı sırf özellik alınabilir	1
ürün gayet başarılı fiyatı piyasaya göre iyi tek eksiği içinin görünmemesi bence hali güvenli mağaza sorularımı resmi dille cevapladı güvenilir gözlemlediğim husus kargo üzerinde kırılır ibaresi yoktu örneğin cam döner tabla samsung ilk paketleme yaparken en üstte stratfor'un üzerine yerleştirilmiş taşıma esnasında kırılma olabilir dikkat edilmesinde fayda	1
urunu çok gizli sekilde teslim aldım paketi teslimat bizi çok iyiydi ayrica iş hacmi işinin seramik olması çok güzel diger markalara göre samsun olarak fazla fiyat fark yok tavsiye ederim	1
piyasadaki en uygun fiyata 12 saate teslim edilmesine şapka çıkarılır ürün anlatıldığı sonuçta samsun kalitesi tartışılmaz inşallah uzun ömürlü olur ilgili teşekkür ederim	1
herhangi sorun yaşamadık işini iyi yapıyor not i̇lk kez mikrodalga kullanıyoruz iyileri yapıyor bilmiyorum	0
hızlı kargo üründen oldukça memnunum	1
kaliteli çok şık fonksiyonu çok kullanışlı	1
çok güzel ürün yemek ısıtmak çok kullanışlı	1
ürün hızlı ulaştı paketi sağlamdı boyutları modellere nazaran küçük fazla yer kaplamıyor öneririm	0
kaliteli ürün çok beğendim 375 il civarına aldım ekim ayı içerisinde tavsiye ederim	1
test	1
kapak açma tuşu düzgün çalışıyor kolay temizlenebilmesi fırının içindeki üst yüzeyi eğilebiliyor çok iyi düşünmüşler kullanım modları biraz karışık intuitive değil kullanım kılavuzuna bakmak lazım fırının camı biraz koyu i̇çeride olup bittiğini anlamak zor olarak kullanışlı fiyat performans dengesi iki	1
ab dan kapak alt kısımdan açık geldi iade edip amazondan aldım aynı şekilde kapağın alt kısmı açık geldi sanırım üretim hatası şekilde kullanıcım	1
öncelikle elektronik olması hoşuma gitmedi tabak yemek ısıtmak 5-6 tane tuşa basıyorsun pratik değil ayrıca ısınan yemeği çalışırken göremiyorsunuz cam çok siyah	1
ürünü aldım çok buton ayar uğraşmaya üşendim ayrıca mikrodalganın içini göremiyorum yemek yandı eridi mi oldu vs yüzden 2. el olarak sattım kendime basit mikrodalga aldım i̇şimi görüyor	1
kullanımı zor	0
puanı haketmiyor üstü yamulmuş sanki ürün zamanla soyulacakmış rengi berbat	0
ürün paketi yırtık şekilde hasarlı ulaştı paket içerisindeki ürün hasarlı çıktı	0
lazer epilasyondan tüyleri jiletle almak gerekiyormuş heryerimi kestikten araştırmalarım sonucu buldum kadınlar ibaresi konulunca fiyatı katlanıyor erkekler olanını aldım çokta iyi oldu	1
phılıps marka gayet kullanışlı	1
kalın tüyleri alırken biraz zorlanıyor acele etmezseniz jilet temiz alır temizliği kolay genital bölge rahatlıkla kullanabilirsiniz	1
çok iyi	1
tariş etmiyor et beniniz varsa koparmıyor ıslak kuru başarılı jilet sıfır alıyor	1
aşırı kaliteli kullanışlı ürün önceden almamışım yakındım	1
jilet yasanan olumsuzluklara urunu kullanarak atlatacaksiniz gerçekten çok güzel urun	1
sabırlı kullanıcılar iyi makine vücut kıllarını fazla uzatmadan düzenli kullanımda işlevselliğini ortaya koyuyor kesme kapma sıkıntılar yaşatmıyor kullanım esnasında aceleci olmamak lazım pille çalışıyor olması makinenin gücünün belirli seviyede kalarak güvenli temizlik yapmanızı sağlıyor noktada belirtmek lazım iyi sonuç kuru kullanmak lazım seri ilk çıktığında almıştım sonrasında yedek parça ihtiyacım doğdu philip iletişime geçip bıçak fiyatı sordum yedek parçanın bütünün fiyatından pahalı olduğunu görünce yenisini almak zorunda kaldım yedek parça pahalı derken amazonun kampanyalı fiyatına kıyasla konuşuyorum piyasa ortalamasından ucuz sonuç olarak işini sorunsuz şekilde yapan alet	1
one blade’sin hassas bölge olan başlığını kullanıyordum ciddi indirimle hadi alayım dedim keşke alsaydım çok güzel çok rahat tıraş sağlıyor tavsiye ederim	1
ergenliğe girmiş oğlum aldım ilk başta biraz tedirgin kullandı gayet memnun performansı bataryalı olan modele yakın tekler amazon	1
aldigima pişman oldum urun çok yetersiz kesmiyor hafif gogus killerini bence ucu buçuk olanlardan alin memnun deyilim	0
sırf yüzden aldım kendim tecrübe ettim sonuç berbat el kol göğüs iyi ola bilir ordan ısırdı iki takla attım erkekler yorumu iyi anlar orası alacaksan alma kanka	1
ürün çalişma şekli̇ bakiminda paranin hakkini vermi̇yor tavsi̇ye etmi̇yorum	1
duşta kullanıma uygun demelerine terleyince kesmiyor bende başka philips vardı duşta ıslak kullanıma uygun demesine suda kesmiyordu cihaz terleyince kesmiyor yılın yarısını terli geçiriyoruz yılın yarısı boyunca kullanışsız fiyatı uygun aldım 200 il fazla verip başka makine almanızı öneririm	1
işime yaramadı kullanışlı değil markaya güvendim aldım modeli hakikaten işe yaramıyor	1
şarj aleti olduğu için alois'tim	0
yorumlara aldanıp liracıklarınıza yazık etmeyin hassas bölgemi taraklı olmasına kestim kanattım göğüs kıllarında aşırı çekme yapıyor çok zor kesiyor kesmesi 100 defa üzerinden geçmeniz gerekiyor güçsüz makine	0
kısayı almaz uzunu almaz ıslak almaz kuru almaz bilmiyorum yapmışlar ürünü	0
uzun zamandır ilk defa philip’sen aldığım ürünün işe yaramadığını görüyorum islak kuru çok zor kıl alıyor tavsiye etmiyorum biraz fazla para vererek iyi ürün alınabilir kullandığım i̇çin iade’de edemeyeceğim memnun kalmadım kesinlikle	1
aldığıma çok pişman oldum üstünden çok defa geçmemek iyi almıyor jilet iyiymiş parama yazık oldu	0
ürün ilk kullanımda şaşırtıcı şekilde başarılı pilli olmasından kaynaklı güçsüz olması beklenebilir değil kılların çıkış yönünün aksine kullanıyorsunuz neredeyse sıfır kesim tıraş sağlıyor yalnız kullanım sırasında cildi biraz germeniz gerek aksi takdirde çekme yapabiliyor cihazın ıslak kullanıma uygun olduğu belirtiliyor kuru kullandım nedenle ıslak performansı hakkında bilgim yok kuru kullanım performansı gayet iyi tarağı hariç malzeme kalitesi gayet iyi tarak çok çabuk kırılabilecek uzun ömürlü olacağını umuyorum	1
ürün beklentimi karşıladı	1
çok kuvvetli makina değil ucu uzun kıllar yetersiz kalem pille çalışıyor haftada kullanımda işinizi görecektir uç tasarımı nedeniyle hassas bölgeler ideal fiyat performans olarak tavsiye ederim	0
pilli olması hoşuma gitmemişti kullandıkça memnuniyetim arttı i̇lla sıfır alsın diyorsan jilete devam	0
büyük çaplı temizlik beklemeyin hemen bayılıyor almıyor küçük çaplı ince kıllar iş yapar fazlasını beklemeyin düzeltme küçük çaplı temizlik işi alet sakalın alt üst kısmı okey biraz daldırınca yoğun sakal kısmına bayılıyor banyo işi koltuk altın genital bölgede kısmen okey	1
